file_name,title,extracted_matches,match_count,extracted_matches_context,cleaned_matches_context,cleaned_match_count
Ganghofer_Ludwig_Schloss_Hubertus.txt,Schloß Hubertus,"[('»Grüß dich Gott,', 53767), ('»Grüß dich Gott,', 101693), ('»Grüß dich Gott,', 297718), ('»Grüß dich Gott,', 688088), ('»Grüß dich Gott,', 741235), ('»Lieber Freund!', 473911), ('»Lieber Freund!', 473911), ('2. September', 474275), ('1. September', 535820), ('1. September', 554931), ('16. Oktober', 758948), ('10. April', 772484), ('30. April', 773322)]",13,"[(""»Grüß dich Gott, Bub!« »Grüß Gott, Mutter! Wie geht's allweil?« »Es tut's. Und dir? Is dir's allweil"", 53767), ('»Grüß dich Gott, Bruckner! An Treiber tät ich brauchen für acht Täg. Hast net Lust? Der Graf zahlt n', 101693), ('»Grüß dich Gott, lieber Willy!« Tassilo faßte die Hand des Bruders. »Dein Aussehen macht mir Freude ', 297718), (""»Grüß dich Gott, Lieserl!« rief Schipper über den Zaun. »Machst an Kranz für d' Herrschaft?« »Ja! Ab"", 688088), (""»Grüß dich Gott, Hornegger! Hat der Herr Graf an Einsehen ghabt? Es is mir lieb, daß d' wieder da bi"", 741235), ('»Lieber Freund! Es ist mir leid, daß ich Hubertus verlassen soll, ohne Ihnen die Hand zu drücken, oh', 473911), ('»Lieber Freund! Es ist mir leid, daß ich Hubertus verlassen soll, ohne Ihnen die Hand zu drücken, oh', 473911), ('2. September stattfindenden Trauung als mein Zeuge beizuwohnen. Sie waren der erste, dem ich mich an', 474275), ('1. September ein alter weißhaariger Bauer im Dorf erschien und sich mit auffälliger Scheu nach dem H', 535820), ('1. September kam Graf Egge gegen Mittag in die Hütte zurück, mit Zorn geladen wie eine Kartätsche. A', 554931), ('16. Oktober, obwohl mit dem Tage vorher die Schußzeit schon zu Ende gegangen war. Vom aufgebrochenen', 758948), (""10. April, Herr Graf! Und da hab ich mir gleich denkt, daß die Adler horsten müssen. 's Weiberl is v"", 772484), ('30. April Verehrte Erlaucht! Seit acht Wochen hatten wir nicht mehr die Freude, über Erlaucht Aufent', 773322)]","[('»Lieber Freund! Es ist mir leid, daß ich Hubertus verlassen soll, ohne Ihnen die Hand zu drücken, oh', 473911), ('»Lieber Freund! Es ist mir leid, daß ich Hubertus verlassen soll, ohne Ihnen die Hand zu drücken, oh', 473911)]",2
Ganghofer_Ludwig_Fliegender_Sommer_Das_Schaukelpferd.txt,Das Schaukelpferd,[],0,[],[],0
Frommel_Emil_Wilhelm_Aus_der_Chronik.txt,Aus der Chronik eines geistlichen Herrn.,"[('»Lieber Mann', 221324), ('»Lieber Herr Magister!', 375785), ('»Lieber Mann', 401815), ('28. Januar', 489569)]",4,"[('»Lieber Mann, du solltest lieber da bleiben, es geht durch den Wald und die Sonne ist am Sinken und ', 221324), ('»Lieber Herr Magister! Nichts für ungut, aber Ihr habt mir gar wohl gefallen in Eurer Predigt, und i', 375785), (""»Lieber Mann, wenn's nur kein weißer Elefant ist.« Er aber sagte noch einmal: »Das sind Mannssachen,"", 401815), (""28. Januar. Wir alle wetteiferten ihn schön zu feiern. Meist waren's große Charaden, die wir aufführ"", 489569)]","[('»Lieber Herr Magister! Nichts für ungut, aber Ihr habt mir gar wohl gefallen in Eurer Predigt, und i', 375785), (""»Lieber Mann, wenn's nur kein weißer Elefant ist.« Er aber sagte noch einmal: »Das sind Mannssachen,"", 401815)]",2
Janitschek_Maria_Kind_Gottes.txt,Kind Gottes,[],0,[],[],0
Hauptmann_Carl_Naechte_Franz_Popjels_Jugend.txt,Franz Popjels Jugend,[],0,[],[],0
Federer_Heinrich_Das_letzte_Stuendlein.txt,Das letzte Stündlein des Papstes Innocenz des Dritten,"[('16. Juni 1216', 104)]",1,"[('16. Juni 1216 im erzbischöflichen Palast von Perugia, auf erhöhten Lagern, bei offenen Fenstern in d', 104)]",[],0
Hartleben_Otto_Erich_Die_Serenyi_Der_roemische_Maler.txt,Der römische Maler,[],0,[],[],0
Frobenius_Leo_Das_schwarze_Dekameron_Sira_Maga_Njoro.txt,Sira Maga Njoro,[],0,[],[],0
Flex_Walter_Novellen_Das_Gebet_fuer_Jerome.txt,Das Gebet für Jérôme,[],0,[],[],0
Hevesi_Ludwig_Flagranti_und_andere_Heiterkeiten_Biedermaier.txt,Biedermaier,[],0,[],[],0
Hevesi_Ludwig_Flagranti_und_andere_Heiterkeiten_Das_Badener_Fragment.txt,Das »Badener Fragment«,[],0,[],[],0
Grunert_Carl_Der_Marsspion_Der_Marsspion.txt,Der Marsspion,[],0,[],[],0
Frobenius_Leo_Das_schwarze_Dekameron_Sidi_Baba.txt,Sidi Baba,[],0,[],[],0
Hamerling_Robert_Aspasia.txt,Aspasia,"[('Teurer Held', 565985)]",1,"[(""Teurer Held Perikles, was sagst du zu solch' mannhaftem Entschlusse des Poeten?« – Nach einiger Zeit"", 565985)]",[],0
Holzamer_Wilhelm_Erzaehlungen_Der_alte_Musikant.txt,Der alte Musikant,[],0,[],[],0
Frobenius_Leo_Das_schwarze_Dekameron_Hurenrache.txt,Hurenrache,[],0,[],[],0
Heyse_Paul_Die_Pfadfinderin.txt,Die Pfadfinderin,[],0,[],[],0
Janitschek_Maria_In_elfter_Stunde.txt,In elfter Stunde,[],0,[],[],0
Grasberger_Hans_Maria-Buch.txt,Maria-Buch,"[('»Lieber Herr Doktor!', 50995)]",1,"[('»Lieber Herr Doktor! Ich schicke Ihnen ein Mädchen aus dem hinteren Lavanttale ins Haus und empfehle', 50995)]","[('»Lieber Herr Doktor! Ich schicke Ihnen ein Mädchen aus dem hinteren Lavanttale ins Haus und empfehle', 50995)]",1
Frapan_Ilse_Der_Erste.txt,Der Erste,[],0,[],[],0
Hausrath_Adolf_Jetta.txt,Jetta,[],0,[],[],0
Heimburg_Wilhelmine_Alte_Liebe_und_anderes_Korl_Lorensen.txt,Korl Lorensen,[],0,[],[],0
Fuchs-Liska_Robert_Um_ein_blondes_Frauenhaar.txt,Um ein blondes Frauenhaar,"[('27. März', 144421), ('28. März', 144471), ('28. März', 169115)]",3,"[('27. März!‹ – Ich aber sagte: ›Wir haben heute den 28. März – das Kalenderblatt ist noch nicht abgeri', 144421), ('28. März – das Kalenderblatt ist noch nicht abgerissen worden.‹ Gleichzeitig entfernte ich das Blatt', 144471), ('28. März die Haare waschen ließ. Sie war nicht zum Reden zu bewegen. Wie in den Tagen vorher gab sie', 169115)]",[],0
Fontane_Theodor_Unwiederbringlich.txt,Unwiederbringlich,"[('»Lieber Holk', 140477), ('»Lieber General', 186068), ('»Lieber Holk', 246552), ('»Lieber Holk!', 349386), ('»Lieber Arne!', 366480), ('28. September 1859', 75419), ('1. Oktober', 75697), ('3. Oktober 1859', 216237), ('1. Oktober', 241303), ('14. Oktober 59', 268803), ('27. Mai 61', 483463), ('1. Oktober', 486443), ('14. Oktober 1861', 507466)]",13,"[('»Lieber Holk, Sie kennen doch hoffentlich die Frauen…« Erichsen machte schelmische Augen, weil er wu', 140477), ('»Lieber General«, sagte diese, »so war es nicht gemeint. Eben schlägt es vier, und ich sehe bereits,', 186068), ('»Lieber Holk, ich sehe, daß Sie die Weiber doch herzlich schlecht kennen.« »Ich mag nicht das Gegent', 246552), ('»Lieber Holk! Ich unterlasse es, wie Du weißt, grundsätzlich, Dir, in Deinen Kopenhagener Tagen, mit', 349386), ('»Lieber Arne! Sei herzlich bedankt für Deinen lieben Brief vom 23. v. M., um so herzlicher, als ich,', 366480), ('28. September 1859 Lieber Holk. Unsren freiherrlichen Gruß zuvor! Und meinem Gruß auf der Ferse die ', 75419), ('1. Oktober den Dienst bei der Prinzessin antreten und mit Erichsen alternieren sollte, liegt seit dr', 75697), ('3. Oktober 1859 Dronningens Tvergade 4 Meine liebe Christine. Die wenigen Zeilen, in denen ich Dir m', 216237), ('1. Oktober in einigen Nebensälen des Museums eröffnet hatten. Die ganze Stadt sprach von dieser Auss', 241303), ('14. Oktober 59 Lieber Holk. Mein Telegramm, in dem ich mich wegen meines mehrtägigen Schweigens ents', 268803), ('27. Mai 61 Lieber Holk! Dein Geburtstag ist vor der Tür, und meine Glückwünsche sollen Dir nicht feh', 483463), ('1. Oktober sein neues Amt daselbst anzutreten. Ich mag diesen Brief nicht weiter ausdehnen, am wenig', 486443), ('14. Oktober 1861 Ew. Hochwürden wollen von unserer Freundin hören, deren Tod das erste war, was Sie,', 507466)]","[('»Lieber Holk, Sie kennen doch hoffentlich die Frauen…« Erichsen machte schelmische Augen, weil er wu', 140477), ('»Lieber General«, sagte diese, »so war es nicht gemeint. Eben schlägt es vier, und ich sehe bereits,', 186068), ('»Lieber Holk! Ich unterlasse es, wie Du weißt, grundsätzlich, Dir, in Deinen Kopenhagener Tagen, mit', 349386), ('»Lieber Arne! Sei herzlich bedankt für Deinen lieben Brief vom 23. v. M., um so herzlicher, als ich,', 366480)]",4
Federer_Heinrich_Umbrische_Reisegeschichtlein_Agostino_und_Roberta.txt,Agostino und Roberta,"[('24. Dezember', 4691)]",1,"[('24. Dezember. Kein Schnee, kein Nebel, kein Christbaum, kein süßes Erwarten und Horchen und Stubenge', 4691)]",[],0
Heyse_Paul_Der_Weinhueter.txt,Der Weinhüter,[],0,[],[],0
Hille_Peter_Ich_bin_Kinderliebe.txt,Kinderliebe,[],0,[],[],0
Hart_Heinrich_Zwei_Skizzenblaetter_Vincenz.txt,Vincenz,"[('»Lieber Kerl', 54477)]",1,"[('»Lieber Kerl, du brauchst nur an dem Tisch hier Umschau zu halten, und du wirst finden, daß es doch ', 54477)]",[],0
Frobenius_Leo_Das_schwarze_Dekameron_Der_Bursche_den_alle_Maedchen_liebhaben.txt,Der Bursche den alle Mädchen liebhaben,[],0,[],[],0
Janitschek_Maria_Ninive.txt,Ninive,[],0,[],[],0
Franzos_Karl_Emil_Das_Kind_der_Suehne.txt,Das »Kind der Sühne«,[],0,[],[],0
Frobenius_Leo_Das_schwarze_Dekameron_Amazonenlegende_II.txt,Amazonenlegende II,[],0,[],[],0
Jensen_Wilhelm_Die_Pfeifer_vom_Dusenbach.txt,Die Pfeifer vom Dusenbach,[],0,[],[],0
Freytag_Gustav_Die_Ahnen.txt,Die Ahnen,"[('»Mein lieber Fritz!', 3097159), ('»Lieber Herr K', 1283785), ('»Lieber Herr und Vater', 1320070), ('»Lieber Gott', 2062223), ('»Lieber Gott', 2612940), ('»Lieber Herr Schulze', 2978486), ('»Lieber Herr Sergeant', 2981813), ('»Lieber Gott', 3482973), ('»Lieber Herr Einnehmer!', 3560818), ('»Lieber Vik', 3640686), ('»Mein geliebtes Herz', 2804529), ('»Teurer Preis', 532864), ('»Teures Fr', 3377462)]",13,"[('»Mein lieber Fritz! Ich denke, ihm gelingt es, mit dem König fertig zu werden.« Aber er rief gleich ', 3097159), ('»Lieber Herr König, ich weiß etwas.« Heinrich winkte den jungen Gottfried an sein Ohr, dann befahl e', 1283785), ('»Lieber Herr und Vater, es ist ein heimlicher Streit in unserer Kompanei und oft wird darüber gerede', 1320070), ('»Lieber Gott«, rief Anna erschrocken, »so lebt ihr ja als kleine Heiden dahin.« Sie beugte sich nied', 2062223), ('»Lieber Gott, schütze ihn, lieber Gott«, und sank auf das Lager zurück. »Du treue Schwester«, rief B', 2612940), ('»Lieber Herr Schulze, mich hungert.« »Es ist schon gesorgt«, antwortete der Wirt. »Aber geben Sie mi', 2978486), ('»Lieber Herr Sergeant, ich habe aus Ihren Worten gemerkt, daß Sie von gutem Herkommen sind und zuwei', 2981813), ('»Lieber Gott«, klagte der Pastor, »man soll ja sein Herz nicht an Dinge hängen, welche Motten und Ro', 3482973), ('»Lieber Herr Einnehmer!« rief die überraschte Frau Beblow und schlug vor Freude die Hände zusammen. ', 3560818), ('»Lieber Vik«, schrieb sie mit schlechter Handschrift, »wenn Du kannst, setze Dich auf diesen Platz, ', 3640686), ('»Mein geliebtes Herz wolle die beiden ansehen, sie sind sich einander gut.« In dem ernsten Gesicht d', 2804529), ('»Teurer Preis wurde bezahlt für das Haupt des einen Mannes.« »Hätte er nur den Raben und sein Schwer', 532864), ('»Teures Fräulein! Fürchten Sie nicht, daß ich Ihnen von einer Leidenschaft vorklagen werde, welche m', 3377462)]","[('»Mein lieber Fritz! Ich denke, ihm gelingt es, mit dem König fertig zu werden.« Aber er rief gleich ', 3097159), ('»Lieber Herr König, ich weiß etwas.« Heinrich winkte den jungen Gottfried an sein Ohr, dann befahl e', 1283785), ('»Lieber Herr Schulze, mich hungert.« »Es ist schon gesorgt«, antwortete der Wirt. »Aber geben Sie mi', 2978486), ('»Lieber Herr Einnehmer!« rief die überraschte Frau Beblow und schlug vor Freude die Hände zusammen. ', 3560818), ('»Lieber Vik«, schrieb sie mit schlechter Handschrift, »wenn Du kannst, setze Dich auf diesen Platz, ', 3640686), ('»Mein geliebtes Herz wolle die beiden ansehen, sie sind sich einander gut.« In dem ernsten Gesicht d', 2804529), ('»Teurer Preis wurde bezahlt für das Haupt des einen Mannes.« »Hätte er nur den Raben und sein Schwer', 532864), ('»Teures Fräulein! Fürchten Sie nicht, daß ich Ihnen von einer Leidenschaft vorklagen werde, welche m', 3377462)]",8
Hevesi_Ludwig_Flagranti_und_andere_Heiterkeiten_Flagranti.txt,Flagranti,"[('»Lieber Freund', 13410)]",1,"[('»Lieber Freund, immer die nämliche Frau, das ist, als wenn ich jeden Abend das nämliche Abendblatt l', 13410)]",[],0
Greinz_Rudolf_Ausm_heiligen_Landl_Der_Wurzgartner.txt,Der Wurzgartner,[],0,[],[],0
Falke_Gustav_Herr_Purtaller.txt,Herr Purtaller und seine Tochter,"[('»Teure Donia,', 149576)]",1,"[('»Teure Donia, ich klage auch nicht. Hast du deinen Vater überhaupt je klagen hören? Ich bin völlig z', 149576)]","[('»Teure Donia, ich klage auch nicht. Hast du deinen Vater überhaupt je klagen hören? Ich bin völlig z', 149576)]",1
Frobenius_Leo_Das_schwarze_Dekameron_Die_Freunde.txt,Die Freunde,[],0,[],[],0
Greinz_Rudolf_Ausm_heiligen_Landl_Der_Heiligenmaler.txt,Der Heiligenmaler,[],0,[],[],0
Heiberg_Hermann_Charaktere_und_Schicksale.txt,Charaktere und Schicksale,"[('»Sehr geehrter Herr!', 10157)]",1,"[('»Sehr geehrter Herr! Es wird Sie dieser Tage – ich hörte es in dem Wiener Café von Bauer zufällig – ', 10157)]","[('»Sehr geehrter Herr! Es wird Sie dieser Tage – ich hörte es in dem Wiener Café von Bauer zufällig – ', 10157)]",1
Groller_Balduin_Detektiv_Dagobert_Eine_Verhaftung.txt,Eine Verhaftung,"[('»Liebes Kind', 1864)]",1,"[('»Liebes Kind,« beeilte sich der Hausherr sie zu beruhigen, »den korrekten Standpunkt habe ich sonst ', 1864)]","[('»Liebes Kind,« beeilte sich der Hausherr sie zu beruhigen, »den korrekten Standpunkt habe ich sonst ', 1864)]",1
Frapan_Ilse_Uns_Ida.txt,»Uns' Ida«,[],0,[],[],0
Hirsch_Marie_Auf_dem_Heilwigshof.txt,Auf dem Heilwigshof,"[('6. November 1850', 86768), ('18. August 1870', 89625)]",2,"[('6. November 1850. Es war das Denkmal, das Johannes dem Beginn ihrer Freundschaft gesetzt, Paul mußte', 86768), ('18. August 1870. Der sein Leben von jeher mißachtet hatte, weil es keinem Menschen nützte, fand sein', 89625)]",[],0
Greinz_Rudolf_Ausm_heiligen_Landl_Der_Pfannenstiel.txt,Der Pfannenstiel,[],0,[],[],0
Ganghofer_Ludwig_Der_Ochsenkrieg.txt,Der Ochsenkrieg,"[('»Lieber Oheim!', 995542), ('»Lieber Neffe von Berchtesgaden!', 1081853), ('»Mein geliebter Vater', 782064), ('13. Juli', 302343), ('12. September', 809462), ('18. September', 809628), ('1. Oktober', 809885), ('14. September', 813170), ('18. September', 815128), ('18. September', 817498)]",10,"[('»Lieber Oheim!« Der König lachte. »Wir wollen dir danken. Morgen. Was Wir tun, ist verwerflich. Aber', 995542), ('»Lieber Neffe von Berchtesgaden! Wollt Ihr Uns dieses wunderliche Rätsel deuten?« Der Fürstpropst ha', 1081853), ('»Mein geliebter Vater scheint Botschaft er halten zu haben, die gut ist?« »Ja, mein Honigwürmchen!« ', 782064), ('13. Juli – als der Regen versiegte und die Nebel sich zu heben begannen – übersandten die Gadnischen', 302343), ('12. September in der Nähe von Landshut zu halten, dann in Nachtmärschen auf versteckten Wegen an Fre', 809462), ('18. September, in den Wäldern zwischen Dachau und dem Webelsbach zu sammeln. – – – König Sigismund w', 809628), ('1. Oktober zu einem Fürstentag nach Regensburg. Hier sollten alle Gegner sich versöhnen und einen he', 809885), ('14. September, sechs Tage vor Matthäi, von Burghausen auf. Er tat es leider den Rat seiner Ärzte. Di', 813170), ('18. September die zwanzig Troßwagen mit den Hofkleidern, dem fürstlichen Prunk und einem großen Vorr', 815128), ('18. September erreichte Herr Heinrich, der während dieser letzten Nacht an drei kleinen, vorsichtig ', 817498)]","[('»Lieber Oheim!« Der König lachte. »Wir wollen dir danken. Morgen. Was Wir tun, ist verwerflich. Aber', 995542), ('»Lieber Neffe von Berchtesgaden! Wollt Ihr Uns dieses wunderliche Rätsel deuten?« Der Fürstpropst ha', 1081853), ('»Mein geliebter Vater scheint Botschaft er halten zu haben, die gut ist?« »Ja, mein Honigwürmchen!« ', 782064)]",3
Heiberg_Hermann_Kuesse.txt,Küsse.,[],0,[],[],0
Fontane_Theodor_Grete_Minde.txt,Grete Minde,"[('»Grüß dich Gott,', 166654)]",1,"[('»Grüß dich Gott, Gerdt. Ich bin deine Schwester Grete.« »Ei, Grete«, sagte der Angeredete, »bist du ', 166654)]",[],0
Franzos_Karl_Emil_Der_Bart_des_Abraham_Weinkaefer_Gouvernanten_und_Gespielen.txt,Gouvernanten und Gespielen,[],0,[],[],0
Grossmann_Stefan_Herzliche_Gruesse_Der_Verteidiger.txt,Der Verteidiger,[],0,[],[],0
Fischer_Wilhelm_Wastel.txt,Wastel.,[],0,[],[],0
Heiberg_Hermann_Wer_will_richten.txt,Wer will richten?,"[('Meine liebe Anna!', 6161), ('25. Mai 18', 6146)]",2,"[('Meine liebe Anna! Deine letzten kurzen Zeilen, für die ich Dir von ganzem Herzen danke, habe ich nic', 6161), ('25. Mai 18 . . Meine liebe Anna! Deine letzten kurzen Zeilen, für die ich Dir von ganzem Herzen dank', 6146)]","[('Meine liebe Anna! Deine letzten kurzen Zeilen, für die ich Dir von ganzem Herzen danke, habe ich nic', 6161)]",1
Federer_Heinrich_Umbrische_Reisegeschichtlein_Die_Katzen_vom_Pantheon.txt,Die Katzen vom Pantheon,[],0,[],[],0
Heiberg_Hermann_Grevinde.txt,Grevinde,[],0,[],[],0
Frobenius_Leo_Das_schwarze_Dekameron_Jaeger_und_Schlangenfrau_I.txt,Jäger und Schlangenfrau I,[],0,[],[],0
Ganghofer_Ludwig_Der_Dorfapostel.txt,Der Dorfapostel,"[('»Meine lieben Pfarrkinder!', 332817), ('»Grüß dich Gott,', 3932), ('»Lieber Herrgott!', 55338), ('»Lieber Herrgott', 388975)]",4,"[('»Meine lieben Pfarrkinder! Die geistliche Sonntagspredigt ist vorbei, und ich will hoffen, daß von d', 332817), (""»Grüß dich Gott, lieber Roman! Was treibst du denn da?« »So zugschaut hab ich a bißl, wie's d' Voger"", 3932), ('»Lieber Herrgott!« keuchte Hanspeter und versuchte mit aller Kraft den Schlitten beiseitezudrücken. ', 55338), ('»Lieber Herrgott, mein einziger du! Jetzt därfst nimmer auslassen!« Draußen im Gang ein Schritt, an ', 388975)]","[('»Meine lieben Pfarrkinder! Die geistliche Sonntagspredigt ist vorbei, und ich will hoffen, daß von d', 332817), ('»Lieber Herrgott!« keuchte Hanspeter und versuchte mit aller Kraft den Schlitten beiseitezudrücken. ', 55338)]",2
Herzl_Theodor_Philosophische_Erzaehlungen_Solon_in_Lydien.txt,Solon in Lydien,"[('Geliebte!', 28987)]",1,"[('Geliebte!« Und Eukosmos trank.', 28987)]","[('Geliebte!« Und Eukosmos trank.', 28987)]",1
Greinz_Rudolf_Ausm_heiligen_Landl_Joergls_Erbschaft.txt,Jörgl's Erbschaft,[],0,[],[],0
